Country,State,Observation Date,Clouds,Precipitation,Temperature (F),Number Seen in 10 s,Different Colors,Location,Grassy,Is the Grass Mowed?,Fertilized,Weed Killer,Pesticides
US,NC,6/9/12 20:45,Partly cloudy,None,78,4,1,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,MI,7/13/10 21:30,Partly cloudy,None,74,4,1,Suburb,Yes,Weekly,Yes,No,No
US,MI,7/21/10 21:45,Partly cloudy,None,77,3,1,Suburb,Yes,Weekly,Yes,No,No
US,MI,7/28/10 21:00,Clear,None,77,3,1,Suburb,Yes,Weekly,Yes,No,No
US,MI,6/16/11 21:30,Partly cloudy,None,70,3,1,Suburb,Yes,Weekly,Yes,No,No
US,MI,6/21/11 21:15,Partly cloudy,None,75,3,1,Suburb,Yes,Weekly,Yes,No,No
US,MI,6/10/12 20:30,Partly cloudy,None,85,3,1,Suburb,Yes,Weekly,Yes,No,No
US,IN,7/4/10 21:45,Clear,None,85,4,>3,Rural: open area,Yes,Weekly,No,No,No
US,VA,7/1/13 20:45,Partly cloudy,None,79,3,1,Rural: forest,NULL,N/A,No,No,General
US,NC,7/19/10 21:30,Partly cloudy,None,80,0,0,Suburban/rural mix,Yes,1-2 times a month,No,No,No
US,NC,5/30/11 21:00,Partly cloudy,None,76,2,1,Suburban/rural mix,Yes,1-2 times a month,No,No,No
US,IL,7/14/10 20:30,Cloudy,None,81,5,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,7/18/10 8:15,Clear,None,78,5,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,7/26/10 21:30,Cloudy,None,80,5,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,8/9/10 20:30,Partly cloudy,None,83,0,0,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,7/14/10 21:00,Clear,None,88,3,2,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/15/10 21:30,Partly cloudy,Light rain,97,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/16/10 21:30,Clear,None,80,4,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/17/10 20:00,Clear,None,82,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/17/10 22:00,Clear,None,80,4,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/18/10 22:00,Clear,None,80,4,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/18/10 22:45,Partly cloudy,Light rain,83,2,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/20/10 23:30,Cloudy,Heavy rain,80,2,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/21/10 22:45,Clear,None,82,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/22/10 21:30,Clear,None,83,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/23/10 21:15,Clear,None,81,3,2,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/24/10 21:45,Clear,None,82,1,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/25/10 23:15,Clear,None,80,0,0,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/26/10 22:45,Clear,None,83,3,2,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/27/10 23:00,Clear,None,80,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/28/10 21:30,Clear,None,84,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/29/10 22:30,Clear,None,81,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/30/10 22:30,Clear,None,83,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,7/31/10 22:00,Clear,None,85,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/1/10 22:00,Clear,None,86,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/2/10 21:30,Clear,None,85,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/3/10 22:00,Clear,None,82,4,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/4/10 22:00,Clear,None,84,0,0,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/5/10 22:00,Clear,None,86,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/6/10 21:30,Clear,None,85,3,2,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/7/10 21:00,Clear,None,85,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/8/10 22:00,Clear,None,85,3,2,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/9/10 22:00,Clear,None,85,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/10/10 22:30,Clear,None,80,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/11/10 22:00,Clear,None,82,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/12/10 22:00,Clear,None,80,4,2,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/13/10 22:00,Clear,None,87,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/14/10 22:45,Clear,None,81,2,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/15/10 21:00,Clear,None,82,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/16/10 21:00,Clear,None,80,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/17/10 21:00,Clear,None,80,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,IL,8/18/10 22:30,Clear,None,80,3,1,Suburb,Yes,Weekly,No,Yes,Trees
US,MI,7/14/10 22:00,Clear,None,78,4,1,City,Yes,1-2 times a month,No,No,No
US,MI,7/29/10 22:15,Partly cloudy,None,75,1,1,City,Yes,1-2 times a month,No,No,No
US,MI,8/14/10 22:15,Clear,None,78,1,1,City,Yes,1-2 times a month,No,No,No
US,MI,7/1/11 22:30,Clear,None,80,1,1,City,Yes,1-2 times a month,No,No,No
US,MI,7/3/11 21:30,Cloudy,None,78,4,1,City,Yes,1-2 times a month,No,No,No
US,MI,7/11/11 22:30,Partly cloudy,None,75,1,2,City,Yes,1-2 times a month,No,No,No
US,MI,7/19/11 21:30,Clear,None,86,4,1,City,Yes,1-2 times a month,No,No,No
US,MI,7/24/11 21:30,Clear,None,83,4,2,City,Yes,1-2 times a month,No,No,No
US,MI,7/26/11 23:00,Clear,None,74,0,0,City,Yes,1-2 times a month,No,No,No
US,MI,8/2/11 20:45,Clear,Light rain,76,3,1,City,Yes,1-2 times a month,No,No,No
US,MI,8/3/11 21:30,Partly cloudy,None,73,3,1,City,Yes,1-2 times a month,No,No,No
US,MI,8/15/11 22:00,Clear,None,70,0,0,City,Yes,1-2 times a month,No,No,No
US,MI,8/28/11 21:00,Clear,None,68,0,0,City,Yes,1-2 times a month,No,No,No
US,IL,7/29/10 21:30,Partly cloudy,None,83,0,0,,NULL,,,,
US,IL,8/10/10 22:00,Partly cloudy,None,85,0,0,,NULL,,,,
US,MI,7/21/10 21:30,Clear,None,80,3,1,City,Yes,1-2 times a month,No,No,No
US,MI,8/3/10 21:30,Clear,None,70,3,1,City,Yes,1-2 times a month,No,No,No
US,MI,8/10/10 21:45,Clear,None,75,1,1,City,Yes,1-2 times a month,No,No,No
US,OH,7/12/10 21:30,Clear,None,76,5,>3,Agricultural,Yes,Weekly,Yes,Yes,I don't know
US,GA,7/17/10 20:45,Cloudy,Misty,88,3,2,Suburb,Yes,Weekly,Yes,Yes,I don't know
US,IL,8/1/10 21:30,Clear,None,79,0,0,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,8/2/10 20:45,Clear,Misty,82,0,0,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,8/12/10 21:45,Clear,None,72,0,0,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,8/16/10 20:30,Partly cloudy,None,82,3,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,8/22/10 22:15,Partly cloudy,Misty,79,0,0,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,8/28/10 21:00,Clear,None,82,0,0,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,9/5/10 20:30,Clear,None,84,2,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,MI,7/17/10 20:30,Partly cloudy,None,80,4,1,Suburb,NULL,No,No,No,I don't know
US,MI,7/30/10 21:00,Clear,None,71,2,1,Suburb,NULL,No,No,No,I don't know
US,MI,8/2/10 21:45,Clear,None,75,0,0,Suburb,NULL,No,No,No,I don't know
US,MI,8/8/10 21:15,Clear,None,78,3,1,Suburb,NULL,No,No,No,I don't know
US,MI,8/14/10 21:15,Partly cloudy,None,78,3,1,Suburb,NULL,No,No,No,I don't know
US,MI,8/16/10 21:00,Clear,None,67,0,0,Suburb,NULL,No,No,No,I don't know
US,NC,7/16/10 21:30,Partly cloudy,None,82,3,1,Suburban/rural mix,NULL,No,No,No,I don't know
US,MD,6/13/10 21:00,Clear,None,75,4,2,City,Yes,Weekly,No,No,No
US,MD,6/21/10 21:00,Clear,None,75,4,1,City,Yes,Weekly,No,No,No
US,MD,7/4/10 21:00,Partly cloudy,None,85,5,1,City,Yes,Weekly,No,No,No
US,CO,7/18/10 22:00,Partly cloudy,None,70,2,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,PA,7/18/10 20:30,Clear,None,85,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,7/25/10 20:45,Partly cloudy,None,80,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,8/1/10 20:45,Partly cloudy,None,76,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,8/8/10 20:30,Partly cloudy,None,78,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,8/15/10 20:30,Cloudy,Misty,72,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,8/22/10 20:15,Clear,None,76,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,8/29/10 20:15,Clear,None,78,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,PA,9/5/10 20:00,Clear,None,70,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,PA,6/9/12 20:45,Partly cloudy,None,70,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,6/16/12 20:30,Clear,Misty,68,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,6/23/12 21:00,Partly cloudy,None,70,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,7/1/12 20:45,Partly cloudy,None,80,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,7/18/12 20:45,Cloudy,None,80,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,PA,7/29/12 21:00,Partly cloudy,None,75,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,IL,7/28/10 20:45,Partly cloudy,None,82,3,1,Suburban/rural mix,Yes,Weekly,Yes,Yes,Trees
US,IL,8/16/10 21:15,Clear,None,66,0,0,Suburban/rural mix,Yes,Weekly,Yes,Yes,Trees
US,IL,8/24/10 20:15,Partly cloudy,None,73,2,1,Suburban/rural mix,Yes,Weekly,Yes,Yes,Trees
US,MA,6/27/11 20:45,Partly cloudy,None,73,2,1,City,Yes,1-2 times a month,No,No,No
US,MI,7/18/10 22:00,Partly cloudy,None,80,3,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,KY,7/19/10 20:15,Cloudy,None,85,3,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,OH,7/21/10 21:30,Partly cloudy,None,79,4,2,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,7/31/10 21:45,Partly cloudy,Misty,68,3,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,8/4/10 21:00,Partly cloudy,None,82,4,2,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,8/11/10 9:00,Partly cloudy,None,77,0,0,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,8/19/10 8:45,Clear,None,74,0,0,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,6/21/11 21:00,Cloudy,None,83,4,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,6/28/11 21:30,Clear,None,69,5,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,7/5/11 21:30,Clear,None,81,4,2,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,7/14/11 21:30,Clear,None,76,4,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,7/19/11 21:15,Clear,None,81,4,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,7/27/11 21:00,Cloudy,None,75,4,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,8/4/11 21:00,Partly cloudy,None,77,3,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,8/10/11 21:15,Partly cloudy,None,70,2,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,8/19/11 21:00,Clear,None,74,3,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,8/26/11 20:30,Clear,None,71,0,0,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,9/2/11 20:30,Partly cloudy,None,88,2,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,5/31/12 21:30,Partly cloudy,None,59,2,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,6/9/12 21:15,Clear,None,74,3,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,6/15/12 21:15,Clear,None,73,2,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,7/6/13 22:00,Clear,Misty,70,4,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,7/20/13 22:15,Partly cloudy,Misty,70,0,0,Rural: open area,Yes,1-2 times a month,No,No,No
US,OH,7/27/13 21:45,Cloudy,Misty,65,3,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,CT,7/20/10 21:15,Partly cloudy,None,78,1,1,Suburb,Yes,1-2 times a month,No,No,Trees
US,CT,7/30/10 21:15,Partly cloudy,None,65,0,0,Suburb,Yes,1-2 times a month,No,No,Trees
US,GA,7/14/10 21:15,Clear,None,79,2,1,Rural: open area,Yes,1-2 times a month,No,No,No
US,VA,7/20/10 20:45,Clear,None,80,4,2,Rural: forest,NULL,Weekly,No,No,No
US,IL,7/29/10 20:00,Clear,None,84,0,0,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,IL,8/5/10 22:00,Clear,None,75,1,3,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,IL,8/12/10 20:45,Clear,None,75,1,2,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,IL,8/19/10 21:30,Partly cloudy,None,80,1,2,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,IL,8/26/10 20:15,Clear,None,69,3,1,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,IL,9/2/10 21:00,Cloudy,Heavy rain,85,0,0,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,IL,9/9/10 21:15,Cloudy,Misty,66,1,1,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,IL,6/26/10 20:30,Partly cloudy,None,81,3,2,Rural: open area,Yes,Weekly,I don't know,No,Lawn
US,IL,7/28/10 19:30,Clear,None,82,3,2,Rural: open area,Yes,Weekly,I don't know,No,Lawn
US,IL,8/5/10 20:00,Partly cloudy,None,81,2,1,Rural: open area,Yes,Weekly,I don't know,No,Lawn
US,IL,8/12/10 20:30,Clear,None,89,1,1,Rural: open area,Yes,Weekly,I don't know,No,Lawn
US,IL,8/19/10 19:45,Partly cloudy,Misty,85,0,0,Rural: open area,Yes,Weekly,I don't know,No,Lawn
US,IL,8/27/10 20:15,Clear,None,86,0,0,Rural: open area,Yes,Weekly,I don't know,No,Lawn
US,IL,9/13/10 20:30,Clear,None,78,0,0,Rural: open area,Yes,Weekly,I don't know,No,Lawn
US,MI,7/23/10 21:30,Partly cloudy,None,75,4,2,Rural: forest,NULL,<3 times a year,No,No,No
US,WI,7/20/10 21:00,Partly cloudy,None,80,4,1,Rural: open area,Yes,Weekly,Yes,Yes,Trees
US,IL,7/20/10 20:45,Partly cloudy,None,78,3,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/22/10 20:45,Partly cloudy,None,87,2,3,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/24/10 20:30,Partly cloudy,None,81,1,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/25/10 20:30,Clear,None,72,3,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/27/10 20:45,Clear,None,82,3,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/6/10 20:45,Clear,None,75,3,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/8/10 20:30,Partly cloudy,None,81,4,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/19/10 20:15,Clear,None,78,2,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/20/10 20:00,Partly cloudy,None,85,3,1,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/21/10 20:15,Partly cloudy,None,78,0,0,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/22/10 20:15,Clear,None,72,3,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/31/10 20:00,Partly cloudy,None,85,0,0,Suburb,NULL,<3 times a year,No,No,No
US,IL,6/26/11 21:00,Partly cloudy,None,67,3,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,6/28/11 21:15,Clear,None,70,3,>3,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/5/11 21:00,Partly cloudy,None,81,4,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/6/11 21:00,Clear,None,69,4,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/12/11 20:45,Cloudy,Light rain,70,4,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/20/11 21:00,Clear,None,90,4,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/1/11 20:45,Partly cloudy,None,81,2,1,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/9/11 20:45,Partly cloudy,None,75,0,0,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/17/11 20:00,Clear,None,82,1,3,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/18/11 20:45,Partly cloudy,None,73,0,0,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/20/11 19:30,Partly cloudy,Misty,75,0,1,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/23/11 20:00,Cloudy,None,74,1,1,Suburb,NULL,<3 times a year,No,No,No
US,IL,8/27/11 20:00,Clear,None,71,2,>3,Suburb,NULL,<3 times a year,No,No,No
US,IL,6/20/12 21:00,Clear,None,80,2,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,6/21/12 21:00,Clear,None,75,4,3,Suburb,NULL,<3 times a year,No,No,No
US,IL,6/30/12 21:00,Partly cloudy,None,82,3,1,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/5/12 21:00,Partly cloudy,Misty,87,4,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/29/12 20:30,Cloudy,None,77,1,1,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/6/13 21:00,Partly cloudy,None,77,4,>3,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/8/13 21:00,Cloudy,Light rain,78,4,3,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/9/13 21:00,Partly cloudy,None,83,3,2,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/13/13 21:00,Clear,None,74,3,1,Suburb,NULL,<3 times a year,No,No,No
US,IL,7/29/13 20:00,Clear,None,65,1,1,Suburb,NULL,<3 times a year,No,No,No
US,IN,7/25/10 21:00,Partly cloudy,None,88,2,1,Suburb,Yes,1-2 times a month,Yes,No,Trees
US,IL,7/26/10 22:30,Cloudy,Misty,77,3,2,Suburban/rural mix,Yes,Weekly,Yes,Yes,No
US,IL,7/29/10 21:45,Clear,None,80,4,2,Suburban/rural mix,Yes,Weekly,Yes,Yes,No
US,IL,8/4/10 22:15,Partly cloudy,None,90,3,2,Suburban/rural mix,Yes,Weekly,Yes,Yes,No
US,IL,8/7/10 21:30,Clear,None,77,3,2,Suburban/rural mix,Yes,Weekly,Yes,Yes,No
US,IL,8/11/10 22:15,Clear,None,83,3,1,Suburban/rural mix,Yes,Weekly,Yes,Yes,No
US,CO,7/6/10 21:45,Partly cloudy,None,62,3,1,Rural: open area,NULL,I don't know,I don't know,I don't know,I don't know
CA,ON,7/23/10 21:30,Partly cloudy,None,82,0,0,Rural: forest,NULL,No,I don't know,No,No
CA,ON,7/24/10 21:45,Clear,Misty,84,0,0,Rural: forest,NULL,No,I don't know,No,No
US,MA,7/23/10 20:30,Partly cloudy,Light rain,66,3,2,Suburb,Yes,Weekly,Yes,I don't know,Lawn
US,MA,6/18/11 21:45,Clear,None,75,3,2,Suburb,Yes,Weekly,Yes,I don't know,Lawn
US,MA,7/3/11 21:15,Partly cloudy,Light rain,84,3,2,Suburb,Yes,Weekly,Yes,I don't know,Lawn
US,MA,7/12/11 21:15,Partly cloudy,None,88,3,3,Suburb,Yes,Weekly,Yes,I don't know,Lawn
US,NJ,7/26/10 20:45,Clear,None,78,3,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,NJ,7/26/10 20:45,Partly cloudy,None,78,3,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,NJ,8/2/10 20:45,Cloudy,None,75,3,1,Suburban/rural mix,Yes,Weekly,No,No,No
US,NJ,8/16/10 21:00,Partly cloudy,Misty,78,0,0,Suburban/rural mix,Yes,Weekly,No,No,No
US,IL,7/23/10 20:45,Partly cloudy,None,84,1,2,Suburb,Yes,Weekly,No,Yes,No
US,IL,7/29/10 20:45,Clear,None,88,1,1,Suburb,Yes,Weekly,No,Yes,No
US,MI,7/23/10 21:15,Partly cloudy,None,77,4,1,Suburban/rural mix,Yes,1-2 times a month,No,No,No
US,VA,7/27/10 20:45,Partly cloudy,None,78,3,2,Suburb,Yes,Weekly,No,No,No
US,VA,8/3/10 20:30,Partly cloudy,None,80,3,2,Suburb,Yes,Weekly,No,No,No
US,VA,8/16/10 20:15,Partly cloudy,None,85,1,1,Suburb,Yes,Weekly,No,No,No
US,VA,7/1/11 20:00,Clear,None,78,4,2,Suburb,Yes,Weekly,No,No,No
US,VA,7/9/11 20:45,Clear,None,80,4,2,Suburb,Yes,Weekly,No,No,No
US,VA,7/16/11 20:30,Clear,None,80,4,1,Suburb,Yes,Weekly,No,No,No
US,VA,7/26/11 20:30,Clear,None,85,3,1,Suburb,Yes,Weekly,No,No,No
US,VA,8/5/11 20:30,Clear,None,80,3,1,Suburb,Yes,Weekly,No,No,No
US,VA,8/11/11 21:00,Partly cloudy,None,76,0,0,Suburb,Yes,Weekly,No,No,No
US,VA,8/18/11 20:45,Partly cloudy,None,80,3,1,Suburb,Yes,Weekly,No,No,No
US,VA,9/1/11 20:00,Cloudy,None,78,3,1,Suburb,Yes,Weekly,No,No,No
US,VA,6/21/12 20:45,Partly cloudy,None,86,5,1,Suburb,Yes,Weekly,No,No,No
US,VA,6/24/13 20:45,Partly cloudy,None,76,4,2,Suburb,Yes,Weekly,No,No,No
US,VA,7/16/13 20:30,Clear,None,86,4,1,Suburb,Yes,Weekly,No,No,No
US,IL,8/2/10 20:30,Cloudy,None,84,3,1,City,Yes,1-2 times a month,I don't know,I don't know,I don't know
US,MD,7/24/10 20:30,Clear,None,90,4,2,Suburban/rural mix,Yes,1-2 times a month,Yes,Yes,No
US,MD,8/1/10 20:45,Partly cloudy,None,68,2,2,Suburban/rural mix,Yes,1-2 times a month,Yes,Yes,No
US,MD,8/9/10 20:00,Partly cloudy,None,84,4,2,Suburban/rural mix,Yes,1-2 times a month,Yes,Yes,No
US,MD,6/20/11 21:00,Clear,None,68,4,3,Suburban/rural mix,Yes,1-2 times a month,Yes,Yes,No
US,MD,6/29/11 20:30,Partly cloudy,None,74,5,1,Suburban/rural mix,Yes,1-2 times a month,Yes,Yes,No
US,MD,7/11/11 20:30,Cloudy,None,84,5,2,Suburban/rural mix,Yes,1-2 times a month,Yes,Yes,No
US,MD,5/30/11 20:45,Clear,None,80,2,1,Rural: open area,NULL,No,No,No,No
US,MD,5/31/11 9:15,Clear,None,81,3,1,Rural: open area,NULL,No,No,No,No
US,IN,6/17/11 21:45,Partly cloudy,None,80,5,1,City,Yes,1-2 times a month,No,No,General
US,GA,7/26/10 22:15,Partly cloudy,None,78,0,0,City,Yes,Weekly,No,Yes,Lawn
US,GA,8/2/10 21:15,Partly cloudy,None,81,0,0,City,Yes,Weekly,No,Yes,Lawn
US,NC,7/31/10 21:00,Cloudy,None,77,2,1,Rural: forest,Yes,1-2 times a month,Yes,No,No
US,NC,8/7/10 21:00,Partly cloudy,None,81,3,1,Rural: forest,Yes,1-2 times a month,Yes,No,No
US,NC,8/14/10 20:45,Cloudy,None,78,3,1,Rural: forest,Yes,1-2 times a month,Yes,No,No
US,NC,8/23/10 20:30,Clear,None,79,3,1,Rural: forest,Yes,1-2 times a month,Yes,No,No
US,NC,9/9/10 20:15,Partly cloudy,None,71,3,1,Rural: forest,Yes,1-2 times a month,Yes,No,No
US,NC,9/20/10 20:30,Clear,None,74,3,1,Rural: forest,Yes,1-2 times a month,Yes,No,No
US,NC,9/26/10 19:45,Cloudy,Light rain,65,2,1,Rural: forest,Yes,1-2 times a month,Yes,No,No
US,NC,10/7/10 20:00,Clear,None,63,0,0,Rural: forest,Yes,1-2 times a month,Yes,No,No
US,NC,7/2/11 20:45,Clear,None,78,4,1,Rural: forest,Yes,1-2 times a month,Yes,No,No
US,PA,7/25/10 20:45,Clear,None,72,5,2,Agricultural,Yes,Weekly,No,No,No
US,PA,9/11/10 22:15,Clear,None,64,0,0,Agricultural,Yes,Weekly,No,No,No
US,WV,7/29/10 21:15,Clear,None,76,4,1,Suburban/rural mix,Yes,1-2 times a month,No,No,No
US,WV,8/7/10 21:30,Partly cloudy,None,70,2,1,Suburban/rural mix,Yes,1-2 times a month,No,No,No
US,MO,7/27/10 20:30,Partly cloudy,None,82,3,1,Suburban/rural mix,Yes,1-2 times a month,No,Yes,No
US,IN,7/28/10 21:15,Partly cloudy,None,84,4,2,Agricultural,Yes,1-2 times a month,No,No,I don't know
US,MI,8/6/10 21:30,Clear,None,66,4,1,Agricultural,Yes,Weekly,No,No,No
US,AL,7/27/10 20:15,Partly cloudy,None,80,1,1,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,8/2/10 20:15,Cloudy,None,80,1,1,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,8/9/10 20:00,Partly cloudy,None,80,0,0,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,8/17/10 20:00,Partly cloudy,None,78,1,1,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,8/23/10 20:00,Partly cloudy,None,78,1,1,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,8/30/10 19:45,Cloudy,None,75,1,1,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,9/6/10 19:45,Partly cloudy,None,75,0,0,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,9/13/10 19:45,Clear,None,75,0,0,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,9/20/10 19:30,Partly cloudy,None,73,2,1,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,9/27/10 19:15,Clear,None,70,2,1,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,10/4/10 19:00,Clear,None,71,0,0,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,10/11/10 19:00,Clear,None,74,0,0,Suburban/rural mix,Yes,1-2 times a month,No,No,General
US,AL,10/18/10 18:45,Clear,None,72,0,0,Suburban/rural mix,Yes,1-2 times a month,No,No,General
